ORF_ID,Original_Score,Modified_Score,Length,Status
NZ_CP009187.1_2217658,174.4270,290.7116,378,TP
NZ_CP009187.1_2218051,420.8322,701.3871,666,TP
NZ_CP009187.1_2220907,564.2849,940.4749,849,TP
NZ_CP009187.1_2239003,583.9890,973.3150,954,TP
NZ_CP009187.1_2240158,2312.0044,3853.3406,2718,TP
NZ_CP009187.1_2258044,142.8785,238.1308,228,TP
NZ_CP009187.1_2258272,207.4186,345.6976,399,TP
NZ_CP009187.1_2259385,226.5863,377.6438,435,TP
NZ_CP009187.1_2279128,677.9758,1129.9597,996,TP
NZ_CP009187.1_2282098,347.0445,578.4075,642,TP
NZ_CP009187.1_2307820,410.0944,683.4907,336,TP
NZ_CP009187.1_2313124,399.0388,665.0648,714,TP
NZ_CP009187.1_2321056,132.9332,221.5554,411,TP
NZ_CP009187.1_2323174,1654.8666,2758.1108,1527,TP
NZ_CP009187.1_2335354,1585.2806,2642.1343,1971,TP
NZ_CP009187.1_2341807,459.6028,766.0047,1137,TP
NZ_CP009187.1_2358502,1088.1661,1813.6102,1539,TP
NZ_CP009187.1_2360239,3766.1880,6276.9800,3042,TP
NZ_CP009187.1_2367358,129.9081,216.5135,297,TP
NZ_CP009187.1_2372629,1470.8062,2451.3435,1194,TP
NZ_CP009187.1_2377147,261.1126,435.1877,294,TP
NZ_CP009187.1_2393410,111.4016,185.6693,231,TP
NZ_CP009187.1_2398402,70.5017,117.5028,282,TP
NZ_CP009187.1_2432950,466.2211,777.0351,684,TP
NZ_CP009187.1_2435908,1063.0505,1771.7509,1551,TP
NZ_CP009187.1_2459677,2447.0537,4078.4229,1650,TP
NZ_CP009187.1_2468230,462.5648,770.9412,693,TP
NZ_CP009187.1_2470621,241.5301,402.5502,711,TP
NZ_CP009187.1_2471410,741.5206,1235.8677,1086,TP
NZ_CP009187.1_2473399,795.2794,1325.4657,1539,TP
NZ_CP009187.1_2478337,2033.8759,3389.7930,1548,TP
NZ_CP009187.1_2481964,1610.8096,2684.6826,1662,TP
NZ_CP009187.1_2484583,364.2345,607.0576,693,TP
NZ_CP009187.1_2497741,796.5976,1327.6626,846,TP
NZ_CP009187.1_2515303,982.4155,1637.3591,1245,TP
NZ_CP009187.1_2518114,1115.9839,1859.9731,1251,TP
NZ_CP009187.1_2519458,1064.6925,1774.4874,1254,TP
NZ_CP009187.1_2520742,1638.9640,2731.6067,1422,TP
NZ_CP009187.1_2526988,725.5293,1209.2155,930,TP
NZ_CP009187.1_2532244,1158.3130,1930.5216,1086,TP
NZ_CP009187.1_2535640,806.5690,1344.2816,954,TP
NZ_CP009187.1_2544697,170.9926,284.9877,528,TP
NZ_CP009187.1_2546101,144.6947,241.1578,330,TP
NZ_CP009187.1_2547748,931.6646,1552.7743,1191,TP
NZ_CP009187.1_2553172,1451.2419,2418.7366,1659,TP
NZ_CP009187.1_2562598,132.7572,221.2620,516,TP
NZ_CP009187.1_2566771,442.2571,737.0951,639,TP
NZ_CP009187.1_2567503,675.5075,1125.8458,903,TP
NZ_CP009187.1_2569081,855.5770,1425.9617,972,TP
NZ_CP009187.1_2573014,473.9922,789.9870,693,TP
NZ_CP009187.1_2573812,136.0884,226.8141,243,TP
NZ_CP009187.1_2580418,551.4034,919.0056,717,TP
NZ_CP009187.1_2581144,101.2496,168.7493,333,TP
NZ_CP009187.1_2583811,229.0119,381.6865,597,TP
NZ_CP009187.1_2596333,405.6189,676.0316,447,TP
NZ_CP009187.1_2599987,210.6186,351.0311,492,TP
NZ_CP009187.1_2604949,60.0451,100.0751,129,TP
NZ_CP009187.1_2608795,1125.8835,1876.4725,933,TP
NZ_CP009187.1_2609731,410.4299,684.0498,690,TP
NZ_CP009187.1_2651752,84.9050,141.5083,186,TP
NZ_CP009187.1_2675935,1538.6145,2564.3574,1698,TP
NZ_CP009187.1_2686366,676.1560,1126.9266,765,TP
NZ_CP009187.1_2690071,1658.4675,2764.1125,2004,TP
NZ_CP009187.1_2698414,1887.8771,3146.4617,2043,TP
NZ_CP009187.1_2703235,314.7987,524.6644,603,TP
NZ_CP009187.1_2704696,562.6114,937.6856,822,TP
NZ_CP009187.1_2733229,522.1507,870.2512,915,TP
NZ_CP009187.1_2740708,1552.3044,2587.1741,1476,TP
NZ_CP009187.1_2760853,1001.7592,1669.5985,1527,TP
NZ_CP009187.1_2773177,208.4547,347.4244,387,TP
NZ_CP009187.1_2775271,56.4283,94.0471,294,TP
NZ_CP009187.1_2821711,347.9046,579.8410,648,TP
NZ_CP009187.1_2822437,267.4713,445.7854,822,TP
NZ_CP009187.1_2827156,541.7842,902.9736,648,TP
NZ_CP009187.1_2835784,941.8465,1569.7441,1479,TP
NZ_CP009187.1_2837683,318.3246,530.5411,474,TP
NZ_CP009187.1_2851090,131.9774,219.9623,228,TP
NZ_CP009187.1_2867782,72.2234,120.3724,279,TP
NZ_CP009187.1_2868859,229.6695,382.7825,378,TP
NZ_CP009187.1_2898805,275.5669,459.2781,504,TP
NZ_CP009187.1_2900917,884.2491,1473.7484,1590,TP
NZ_CP009187.1_2903638,843.2460,1405.4099,903,TP
NZ_CP009187.1_2917870,5282.9194,8804.8652,3507,TP
NZ_CP009187.1_2926354,412.7047,687.8412,621,TP
NZ_CP009187.1_2927476,182.5609,304.2681,432,TP
NZ_CP009187.1_2927932,390.2248,650.3746,459,TP
NZ_CP009187.1_2935045,1512.4244,2520.7073,1743,TP
NZ_CP009187.1_2945329,402.4072,670.6786,501,TP
NZ_CP009187.1_2946382,591.8926,986.4876,729,TP
NZ_CP009187.1_2948635,670.4431,1117.4050,822,TP
NZ_CP009187.1_2949592,536.5131,894.1884,894,TP
NZ_CP009187.1_2955766,931.7144,1552.8572,1125,TP
NZ_CP009187.1_2970550,643.5113,1072.5188,999,TP
NZ_CP009187.1_2995114,688.9100,1148.1833,831,TP
NZ_CP009187.1_2996104,559.5956,932.6594,633,TP
NZ_CP009187.1_3000613,1193.5969,1989.3281,1290,TP
NZ_CP009187.1_3009343,472.3479,787.2465,684,TP
NZ_CP009187.1_3015202,378.4107,630.6844,651,TP
NZ_CP009187.1_3020572,578.4000,963.9999,975,TP
NZ_CP009187.1_3021838,245.4774,409.1291,447,TP
NZ_CP009187.1_3027064,852.1325,1420.2208,975,TP
NZ_CP009187.1_3062815,627.2789,1045.4647,819,TP
NZ_CP009187.1_3063637,590.0996,983.4993,891,TP
NZ_CP009187.1_3074635,461.1361,768.5602,738,TP
NZ_CP009187.1_3095110,1346.2560,2243.7600,1764,TP
NZ_CP009187.1_3096958,413.7250,689.5417,687,TP
NZ_CP009187.1_3107809,375.9057,626.5095,588,TP
NZ_CP009187.1_3108415,1122.4814,1870.8024,1650,TP
NZ_CP009187.1_3115045,89.2823,148.8039,258,TP
NZ_CP009187.1_3150712,398.8293,664.7155,489,TP
NZ_CP009187.1_3174991,133.6158,222.6930,381,TP
NZ_CP009187.1_3183904,433.5590,722.5983,663,TP
NZ_CP009187.1_3185185,1174.7780,1957.9633,1749,TP
NZ_CP009187.1_3214627,711.2196,1185.3660,945,TP
NZ_CP009187.1_3218338,751.4131,1252.3552,876,TP
NZ_CP009187.1_3251071,4334.2798,7223.7993,4617,TP
NZ_CP009187.1_3267736,5708.7275,9514.5459,4467,TP
NZ_CP009187.1_3273205,307.9994,513.3323,870,TP
NZ_CP009187.1_3274948,880.0601,1466.7667,1269,TP
NZ_CP009187.1_3288463,993.9769,1656.6282,1242,TP
NZ_CP009187.1_3305278,688.8674,1148.1123,1257,TP
NZ_CP009187.1_3309469,512.8019,854.6698,828,TP
NZ_CP009187.1_3315235,1101.7957,1836.3260,1221,TP
NZ_CP009187.1_3316528,560.4866,934.1443,933,TP
NZ_CP009187.1_3318100,99.9724,166.6206,186,TP
NZ_CP009187.1_3335959,211.3345,352.2242,546,TP
NZ_CP009187.1_3339853,1808.7357,3014.5596,2229,TP
NZ_CP009187.1_3357601,869.5656,1449.2760,966,TP
NZ_CP009187.1_3364708,748.2232,1247.0387,1122,TP
NZ_CP009187.1_3366643,235.7028,392.8380,624,TP
NZ_CP009187.1_3375757,351.4796,585.7993,630,TP
NZ_CP009187.1_3393379,529.9288,883.2146,549,TP
NZ_CP009187.1_3416080,318.2123,530.3538,615,TP
NZ_CP009187.1_3416704,648.0026,1080.0043,1041,TP
NZ_CP009187.1_3419491,1461.6134,2436.0222,1479,TP
NZ_CP009187.1_3434086,200.2057,333.6762,381,TP
NZ_CP009187.1_3439540,1887.1910,3145.3184,1812,TP
NZ_CP009187.1_3441352,247.6123,412.6871,402,TP
NZ_CP009187.1_3450919,1024.1355,1706.8925,831,TP
NZ_CP009187.1_3451780,1341.5607,2235.9343,1107,TP
NZ_CP009187.1_3454339,1544.9865,2574.9773,1425,TP
NZ_CP009187.1_3459115,1523.6016,2539.3359,1692,TP
NZ_CP009187.1_3463972,222.1481,370.2468,477,TP
NZ_CP009187.1_3479170,181.0431,301.7384,513,TP
NZ_CP009187.1_3480073,255.2169,425.3615,669,TP
NZ_CP009187.1_3481450,1234.6056,2057.6760,1248,TP
NZ_CP009187.1_3483973,784.7779,1307.9631,834,TP
NZ_CP009187.1_3485131,202.6738,337.7896,444,TP
NZ_CP009187.1_3486508,616.8159,1028.0264,1203,TP
NZ_CP009187.1_3501793,669.5762,1115.9603,1143,TP
NZ_CP009187.1_3503392,514.6533,857.7555,783,TP
NZ_CP009187.1_3509653,341.3679,568.9465,402,TP
NZ_CP009187.1_3511681,243.9951,406.6585,387,TP
NZ_CP009187.1_3513337,1255.9093,2093.1821,1323,TP
NZ_CP009187.1_3516745,2572.9558,4288.2598,2421,TP
NZ_CP009187.1_3521923,209.2937,348.8228,300,TP
NZ_CP009187.1_3524131,1595.2733,2658.7888,1662,TP
NZ_CP009187.1_3536101,920.7736,1534.6226,1137,TP
NZ_CP009187.1_3538504,886.0024,1476.6707,1347,TP
NZ_CP009187.1_3542137,703.8983,1173.1637,708,TP
NZ_CP009187.1_3545446,594.3815,990.6359,861,TP
NZ_CP009187.1_3550714,340.1945,566.9907,330,TP
NZ_CP009187.1_3554641,227.8804,379.8007,621,TP
NZ_CP009187.1_3557098,65.1110,108.5183,186,TP
NZ_CP009187.1_3580285,165.1764,275.2940,210,TP
NZ_CP009187.1_3581314,130.0242,216.7070,306,TP
NZ_CP009187.1_3587797,1753.5022,2922.5037,1584,TP
NZ_CP009187.1_3589393,748.7339,1247.8899,1224,TP
NZ_CP009187.1_3603376,960.9246,1601.5410,1353,TP
NZ_CP009187.1_3611389,273.4743,455.7904,552,TP
NZ_CP009187.1_3639424,520.2008,867.0013,420,TP
NZ_CP009187.1_3647884,1127.7314,1879.5524,1497,TP
NZ_CP009187.1_3650233,258.5934,430.9889,282,TP
NZ_CP009187.1_3663688,199.0999,331.8332,534,TP
NZ_CP009187.1_3664927,719.9602,1199.9336,894,TP
NZ_CP009187.1_3681319,475.2513,792.0854,768,TP
NZ_CP009187.1_3704101,199.9861,333.3102,339,TP
NZ_CP009187.1_3706771,760.2747,1267.1245,792,TP
NZ_CP009187.1_3711748,1395.6566,2326.0942,1713,TP
NZ_CP009187.1_3718594,1263.9106,2106.5176,1152,TP
NZ_CP009187.1_3771343,837.4530,1395.7550,1191,TP
NZ_CP009187.1_3777736,269.4103,449.0172,465,TP
NZ_CP009187.1_3778567,1202.4824,2004.1373,1767,TP
NZ_CP009187.1_3786313,1074.8892,1791.4819,1176,TP
NZ_CP009187.1_3788620,1070.2725,1783.7874,1428,TP
NZ_CP009187.1_3818041,2576.2830,4293.8047,2361,TP
NZ_CP009187.1_3868351,833.0420,1388.4033,1404,TP
NZ_CP009187.1_3873451,258.0741,430.1234,681,TP
NZ_CP009187.1_3880906,684.3794,1140.6323,858,TP
NZ_CP009187.1_3881836,910.1144,1516.8574,996,TP
NZ_CP009187.1_3907666,184.6178,307.6963,324,TP
NZ_CP009187.1_3908071,76.4790,127.4650,165,TP
NZ_CP009187.1_3909889,225.7905,376.3174,579,TP
NZ_CP009187.1_3924889,1170.5436,1950.9059,1509,TP
NZ_CP009187.1_3955549,469.0579,781.7632,711,TP
NZ_CP009187.1_3957427,681.8881,1136.4802,1005,TP
NZ_CP009187.1_3958447,849.7730,1416.2883,1065,TP
NZ_CP009187.1_3960754,620.0677,1033.4462,1032,TP
NZ_CP009187.1_3963604,135.4126,225.6877,450,TP
NZ_CP009187.1_3965422,62.8919,104.8199,198,TP
NZ_CP009187.1_3978058,1010.4050,1684.0083,1440,TP
NZ_CP009187.1_3989152,721.6920,1202.8199,744,TP
NZ_CP009187.1_4004290,701.1998,1168.6663,960,TP
NZ_CP009187.1_4018357,470.6125,784.3542,714,TP
NZ_CP009187.1_4030492,497.7731,829.6218,915,TP
NZ_CP009187.1_4034056,158.6909,264.4848,318,TP
NZ_CP009187.1_4035856,671.3208,1118.8679,828,TP
NZ_CP009187.1_4057732,632.4160,1054.0266,969,TP
NZ_CP009187.1_4062526,508.3536,847.2559,723,TP
NZ_CP009187.1_4067422,437.0223,728.3704,489,TP
NZ_CP009187.1_4069174,1229.6992,2049.4985,1296,TP
NZ_CP009187.1_4071235,249.2596,415.4327,345,TP
NZ_CP009187.1_4071790,544.2654,907.1089,876,TP
NZ_CP009187.1_4076983,543.1260,905.2100,747,TP
NZ_CP009187.1_4082806,1271.7911,2119.6519,1650,TP
NZ_CP009187.1_4110826,305.6576,509.4293,519,TP
NZ_CP009187.1_4111345,483.3386,805.5643,984,TP
NZ_CP009187.1_4116001,108.4561,180.7602,378,TP
NZ_CP009187.1_4124416,621.9362,1036.5602,960,TP
NZ_CP009187.1_4130356,986.1321,1643.5535,1356,TP
NZ_CP009187.1_4133515,811.7571,1352.9285,1077,TP
NZ_CP009187.1_4137205,424.9635,708.2725,933,TP
NZ_CP009187.1_4171420,982.5342,1637.5569,1194,TP
NZ_CP009187.1_4178248,2250.0630,3750.1050,2367,TP
NZ_CP009187.1_4186633,706.3914,1177.3190,1062,TP
NZ_CP009187.1_4187698,1149.3151,1915.5250,1590,TP
NZ_CP009187.1_4197235,236.7565,394.5942,360,TP
NZ_CP009187.1_4209046,289.4839,482.4731,480,TP
NZ_CP009187.1_4212157,702.6257,1171.0428,825,TP
NZ_CP009187.1_4214614,200.6767,334.4611,273,TP
NZ_CP009187.1_4219684,894.5024,1490.8373,1248,TP
NZ_CP009187.1_4222702,799.4940,1332.4899,978,TP
NZ_CP009187.1_4229257,690.6346,1151.0577,843,TP
NZ_CP009187.1_4239862,3804.8142,6341.3569,3285,TP
NZ_CP009187.1_4246513,3746.9270,6244.8784,3297,TP
NZ_CP009187.1_4273738,734.4341,1224.0569,855,TP
NZ_CP009187.1_4276570,1437.0122,2395.0203,1515,TP
NZ_CP009187.1_4281646,492.4494,820.7490,756,TP
NZ_CP009187.1_4283995,136.1823,226.9705,336,TP
NZ_CP009187.1_4285972,327.7514,546.2524,714,TP
NZ_CP009187.1_4299811,677.8281,1129.7135,1755,TP
NZ_CP009187.1_4318774,258.7234,431.2056,492,TP
NZ_CP009187.1_4320703,596.7699,994.6165,624,TP
NZ_CP009187.1_4321537,207.4993,345.8321,534,TP
NZ_CP009187.1_4325494,264.9243,441.5404,474,TP
NZ_CP009187.1_4340269,842.0009,1403.3348,1209,TP
NZ_CP009187.1_4341565,195.6870,326.1450,312,TP
NZ_CP009187.1_4352608,168.5077,280.8462,288,TP
NZ_CP009187.1_4394191,1790.1479,2983.5798,2409,TP
NZ_CP009187.1_4400869,319.0922,531.8203,765,TP
NZ_CP009187.1_4401727,795.8774,1326.4624,1008,TP
NZ_CP009187.1_4403191,810.4548,1350.7581,1221,TP
NZ_CP009187.1_2051,734.2463,1223.7438,1209,TP
NZ_CP009187.1_4433,164.8917,274.8195,564,TP
NZ_CP009187.1_7301,3336.4512,5560.7520,2517,TP
NZ_CP009187.1_12467,326.7235,544.5392,549,TP
NZ_CP009187.1_28361,435.5550,725.9249,846,TP
NZ_CP009187.1_36866,303.9557,506.5929,396,TP
NZ_CP009187.1_59408,326.8773,544.7955,459,TP
NZ_CP009187.1_60395,2372.6758,3954.4595,2625,TP
NZ_CP009187.1_63908,890.1507,1483.5845,1059,TP
NZ_CP009187.1_71588,112.1551,186.9251,240,TP
NZ_CP009187.1_89021,275.0327,458.3878,459,TP
NZ_CP009187.1_92327,1101.8701,1836.4502,951,TP
NZ_CP009187.1_93950,1483.6873,2472.8120,1467,TP
NZ_CP009187.1_97121,254.1410,423.5683,480,TP
NZ_CP009187.1_99683,443.0768,738.4614,768,TP
NZ_CP009187.1_105323,562.6166,937.6944,1392,TP
NZ_CP009187.1_106733,669.8063,1116.3439,870,TP
NZ_CP009187.1_108179,1342.6641,2237.7734,1599,TP
NZ_CP009187.1_110000,7856.9180,13094.8633,7539,TP
NZ_CP009187.1_117713,1239.2554,2065.4255,1986,TP
NZ_CP009187.1_124373,878.1966,1463.6610,1197,TP
NZ_CP009187.1_131381,982.0651,1636.7750,1491,TP
NZ_CP009187.1_132914,418.4273,697.3789,855,TP
NZ_CP009187.1_133949,995.2585,1658.7642,2058,TP
NZ_CP009187.1_137318,199.9524,333.2540,591,TP
NZ_CP009187.1_138512,559.3228,932.2046,1161,TP
NZ_CP009187.1_139955,99.2063,165.3438,189,TP
NZ_CP009187.1_155666,361.7490,602.9149,780,TP
NZ_CP009187.1_160868,283.9934,473.3223,606,TP
NZ_CP009187.1_173282,1262.7058,2104.5095,1476,TP
NZ_CP009187.1_185051,1809.6930,3016.1550,1428,TP
NZ_CP009187.1_193670,323.0583,538.4305,441,TP
NZ_CP009187.1_198533,1007.3000,1678.8334,1365,TP
NZ_CP009187.1_202475,1264.3026,2107.1709,1593,TP
NZ_CP009187.1_208937,557.8407,929.7345,735,TP
NZ_CP009187.1_219485,181.3448,302.2414,432,TP
NZ_CP009187.1_221870,187.7287,312.8811,291,TP
NZ_CP009187.1_226877,3892.3159,6487.1929,3585,TP
NZ_CP009187.1_236549,452.1822,753.6369,660,TP
NZ_CP009187.1_243383,819.7338,1366.2230,1104,TP
NZ_CP009187.1_262253,559.6010,932.6683,549,TP
NZ_CP009187.1_262811,741.1914,1235.3190,1212,TP
NZ_CP009187.1_277898,625.5682,1042.6136,690,TP
NZ_CP009187.1_289103,116.7332,194.5553,234,TP
NZ_CP009187.1_324566,1977.4766,3295.7942,1683,TP
NZ_CP009187.1_340997,614.7460,1024.5765,909,TP
NZ_CP009187.1_344021,1285.8673,2143.1121,1617,TP
NZ_CP009187.1_349934,742.5518,1237.5862,1542,TP
NZ_CP009187.1_351524,160.3067,267.1779,294,TP
NZ_CP009187.1_352148,508.9734,848.2889,888,TP
NZ_CP009187.1_354497,950.2304,1583.7173,1386,TP
NZ_CP009187.1_363251,139.5955,232.6592,228,TP
NZ_CP009187.1_364043,195.8941,326.4901,426,TP
NZ_CP009187.1_364604,404.7125,674.5208,633,TP
NZ_CP009187.1_377930,403.4462,672.4103,657,TP
NZ_CP009187.1_380555,976.1658,1626.9430,1863,TP
NZ_CP009187.1_387887,261.4956,435.8260,663,TP
NZ_CP009187.1_396200,1006.4780,1677.4634,1167,TP
NZ_CP009187.1_398657,785.9810,1309.9684,867,TP
NZ_CP009187.1_409361,911.9077,1519.8461,1440,TP
NZ_CP009187.1_410906,1533.0499,2555.0833,1854,TP
NZ_CP009187.1_418292,446.5875,744.3124,654,TP
NZ_CP009187.1_419834,2858.2405,4763.7339,1878,TP
NZ_CP009187.1_423638,198.1169,330.1949,381,TP
NZ_CP009187.1_436859,443.9784,739.9639,648,TP
NZ_CP009187.1_438821,580.4458,967.4097,828,TP
NZ_CP009187.1_442394,646.1694,1076.9490,684,TP
NZ_CP009187.1_455636,82.7891,137.9819,222,TP
NZ_CP009187.1_462134,705.8531,1176.4218,1173,TP
NZ_CP009187.1_470009,1148.2480,1913.7467,1221,TP
NZ_CP009187.1_475349,226.1914,376.9856,393,TP
NZ_CP009187.1_493850,857.9255,1429.8757,1158,TP
NZ_CP009187.1_502166,126.8377,211.3961,207,TP
NZ_CP009187.1_503495,1217.8345,2029.7241,1503,TP
NZ_CP009187.1_505085,1090.7157,1817.8595,1497,TP
NZ_CP009187.1_518732,212.5510,354.2516,309,TP
NZ_CP009187.1_519599,409.0982,681.8303,723,TP
NZ_CP009187.1_521513,368.9039,614.8398,654,TP
NZ_CP009187.1_542141,398.0054,663.3423,711,TP
NZ_CP009187.1_543173,1216.5803,2027.6338,1557,TP
NZ_CP009187.1_549674,1840.1758,3066.9595,1524,TP
NZ_CP009187.1_554015,151.8187,253.0312,294,TP
NZ_CP009187.1_556457,674.3133,1123.8555,795,TP
NZ_CP009187.1_565796,631.3494,1052.2489,600,TP
NZ_CP009187.1_566483,164.0157,273.3595,288,TP
NZ_CP009187.1_567221,489.2863,815.4771,675,TP
NZ_CP009187.1_573983,1068.1516,1780.2527,1317,TP
NZ_CP009187.1_580808,1143.5936,1905.9894,684,TP
NZ_CP009187.1_591110,127.7520,212.9200,237,TP
NZ_CP009187.1_591653,596.5168,994.1947,1131,TP
NZ_CP009187.1_592790,616.0253,1026.7087,1077,TP
NZ_CP009187.1_600440,1241.7747,2069.6243,1407,TP
NZ_CP009187.1_604601,769.9304,1283.2173,990,TP
NZ_CP009187.1_605603,322.6288,537.7146,549,TP
NZ_CP009187.1_610187,470.9830,784.9717,696,TP
NZ_CP009187.1_612254,193.4962,322.4937,351,TP
NZ_CP009187.1_614834,1152.9772,1921.6285,1389,TP
NZ_CP009187.1_617492,618.4736,1030.7893,780,TP
NZ_CP009187.1_622328,226.1161,376.8601,318,TP
NZ_CP009187.1_626474,498.5543,830.9238,777,TP
NZ_CP009187.1_631718,500.5199,834.1998,657,TP
NZ_CP009187.1_644489,671.6948,1119.4913,981,TP
NZ_CP009187.1_649688,426.6052,711.0086,705,TP
NZ_CP009187.1_671165,570.1746,950.2909,786,TP
NZ_CP009187.1_677921,236.9825,394.9709,408,TP
NZ_CP009187.1_690500,1146.5884,1910.9806,1527,TP
NZ_CP009187.1_693236,1499.3864,2498.9773,1551,TP
NZ_CP009187.1_700238,1126.9413,1878.2355,951,TP
NZ_CP009187.1_701429,423.4026,705.6710,585,TP
NZ_CP009187.1_702728,232.0410,386.7349,471,TP
NZ_CP009187.1_709598,385.8176,643.0293,750,TP
NZ_CP009187.1_711005,223.4798,372.4662,402,TP
NZ_CP009187.1_712715,1047.8145,1746.3574,1092,TP
NZ_CP009187.1_716663,220.2536,367.0894,396,TP
NZ_CP009187.1_731711,61.4519,102.4199,168,TP
NZ_CP009187.1_732392,319.2939,532.1566,429,TP
NZ_CP009187.1_732824,352.8883,588.1472,501,TP
NZ_CP009187.1_733736,334.4483,557.4139,486,TP
NZ_CP009187.1_742634,4751.4995,7919.1655,3732,TP
NZ_CP009187.1_749999,1455.1898,2425.3164,1506,TP
NZ_CP009187.1_759806,5395.5806,8992.6338,3519,TP
NZ_CP009187.1_774782,570.9371,951.5618,792,TP
NZ_CP009187.1_781559,200.7969,334.6614,375,TP
NZ_CP009187.1_784820,1490.7637,2484.6060,1191,TP
NZ_CP009187.1_791756,73.6013,122.6689,90,TP
NZ_CP009187.1_793334,896.2731,1493.7886,1191,TP
NZ_CP009187.1_794714,291.0993,485.1655,756,TP
NZ_CP009187.1_795518,932.8863,1554.8104,1413,TP
NZ_CP009187.1_800486,184.1088,306.8480,306,TP
NZ_CP009187.1_801461,563.7852,939.6419,672,TP
NZ_CP009187.1_804281,580.7507,967.9178,825,TP
NZ_CP009187.1_805109,256.2166,427.0277,417,TP
NZ_CP009187.1_808745,383.9282,639.8803,900,TP
NZ_CP009187.1_809945,846.4249,1410.7081,942,TP
NZ_CP009187.1_812975,219.4330,365.7216,399,TP
NZ_CP009187.1_815189,448.6016,747.6693,441,TP
NZ_CP009187.1_826121,521.1375,868.5625,546,TP
NZ_CP009187.1_846158,1548.7889,2581.3149,1755,TP
NZ_CP009187.1_852395,1085.5111,1809.1852,1458,TP
NZ_CP009187.1_863255,766.9948,1278.3247,888,TP
NZ_CP009187.1_868406,327.8945,546.4908,624,TP
NZ_CP009187.1_871430,907.1082,1511.8470,1245,TP
NZ_CP009187.1_886718,180.5324,300.8874,306,TP
NZ_CP009187.1_901634,162.5944,270.9907,390,TP
NZ_CP009187.1_906422,438.4328,730.7213,870,TP
NZ_CP009187.1_912725,626.6766,1044.4609,777,TP
NZ_CP009187.1_924950,255.1063,425.1772,414,TP
NZ_CP009187.1_935576,433.2477,722.0795,813,TP
NZ_CP009187.1_938111,600.7849,1001.3080,1293,TP
NZ_CP009187.1_941246,665.7594,1109.5990,1221,TP
NZ_CP009187.1_944342,91.7265,152.8774,393,TP
NZ_CP009187.1_946055,1042.2518,1737.0863,1260,TP
NZ_CP009187.1_951182,333.2365,555.3941,444,TP
NZ_CP009187.1_955076,1624.8329,2708.0547,1212,TP
NZ_CP009187.1_963389,246.8588,411.4313,483,TP
NZ_CP009187.1_979361,545.6349,909.3915,867,TP
NZ_CP009187.1_997862,880.5659,1467.6099,1437,TP
NZ_CP009187.1_1008206,513.9217,856.5361,732,TP
NZ_CP009187.1_1014680,128.1822,213.6370,180,TP
NZ_CP009187.1_1015397,507.6709,846.1182,774,TP
NZ_CP009187.1_1027103,218.4737,364.1228,582,TP
NZ_CP009187.1_1041263,438.5027,730.8379,831,TP
NZ_CP009187.1_1046135,1952.7264,3254.5439,2280,TP
NZ_CP009187.1_1053764,260.4570,434.0949,477,TP
NZ_CP009187.1_1061963,1933.3101,3222.1833,1164,TP
NZ_CP009187.1_1063148,844.0410,1406.7349,903,TP
NZ_CP009187.1_1071254,2247.4268,3745.7112,2019,TP
NZ_CP009187.1_1077974,230.8268,384.7112,360,TP
NZ_CP009187.1_1094885,115.8205,193.0342,174,TP
NZ_CP009187.1_1097507,899.0756,1498.4592,1515,TP
NZ_CP009187.1_1100459,480.5754,800.9590,546,TP
NZ_CP009187.1_1102541,1520.8085,2534.6807,2568,TP
NZ_CP009187.1_1105115,397.5356,662.5593,1161,TP
NZ_CP009187.1_1113860,62.1665,103.6108,252,TP
NZ_CP009187.1_1117184,829.1009,1381.8348,1209,TP
NZ_CP009187.1_1129151,653.4808,1089.1346,954,TP
NZ_CP009187.1_1146536,255.2528,425.4213,492,TP
NZ_CP009187.1_1152011,1781.1875,2968.6458,1716,TP
NZ_CP009187.1_1179395,1546.7673,2577.9456,1182,TP
NZ_CP009187.1_1184882,549.1317,915.2195,858,TP
NZ_CP009187.1_1207382,167.5904,279.3173,267,TP
NZ_CP009187.1_1215224,51.8201,86.3668,183,TP
NZ_CP009187.1_1220573,1316.2882,2193.8137,1281,TP
NZ_CP009187.1_1243706,1803.8480,3006.4133,1401,TP
NZ_CP009187.1_1245128,862.9197,1438.1996,1023,TP
NZ_CP009187.1_1247171,521.2830,868.8049,906,TP
NZ_CP009187.1_1254629,1180.3180,1967.1967,1506,TP
NZ_CP009187.1_1267472,487.2755,812.1259,723,TP
NZ_CP009187.1_1270061,949.6795,1582.7992,1083,TP
NZ_CP009187.1_1281428,253.5711,422.6184,444,TP
NZ_CP009187.1_1282889,99.6916,166.1527,147,TP
NZ_CP009187.1_1286594,217.5659,362.6099,426,TP
NZ_CP009187.1_1291064,1571.3920,2618.9866,1677,TP
NZ_CP009187.1_1301306,134.5464,224.2441,441,TP
NZ_CP009187.1_1309004,420.3296,700.5494,327,TP
NZ_CP009187.1_1329389,2425.0940,4041.8232,1632,TP
NZ_CP009187.1_1341005,163.5269,272.5449,285,TP
NZ_CP009187.1_1345259,745.0395,1241.7324,1065,TP
NZ_CP009187.1_1348718,263.0543,438.4238,564,TP
NZ_CP009187.1_1351190,502.6178,837.6964,957,TP
NZ_CP009187.1_1353521,249.3188,415.5313,615,TP
NZ_CP009187.1_1367462,134.7483,224.5805,396,TP
